user_id,course_title,user_rating
user_06707,"Signal processing problems, solved in MATLAB and in Python",4.6
user_18969,Selenium WebDriver Test Automation Framework With Real Project,3.8
user_39844,Astro 101: Black Holes,4.4
user_02367,Accelerated ES6 JavaScript Training,4.8
user_45187,Service-Oriented Architecture,4.5
user_56121,Bacteria and Chronic Infections,5.0
user_02806,"HTML, JavaScript, & Bootstrap - Certification Course",4.3
user_13115,JSON in Action: Build JSON-Based Applications,5.0
user_51775,Medical Neuroscience,4.7
user_49520,Build a Flywheel Infographic with Inkscape,2.8
user_13957,Building Interactive Dashboards with Tableau,3.4
user_55150,Cities are back in town : sociolog�a urbana para un mundo globalizado,4.4
user_36080,Pandas with Python for Data Science,4.8
user_45382,Moralities of Everyday Life,4.8
user_16766,Learn C++ Programming by Making Games,4.0
user_27453,Android Game Development for Beginners - Learn Core Concepts,4.9
user_09479,Professional WordPress Theme & Plugin Development,4.3
user_55708,New Technologies for Business Leaders,4.4
user_60052,Hypothesis-Driven Development,4.7
user_09491,AWS CloudFormation - Simplified | Hands On with YAML,4.4
user_49939,Inflation Analysis for Investment Appraisal,4.4
user_55329,Managerial Economics and Business Analysis Capstone,4.7
user_11157,"Multithreading,Parallel & Asynchronous Coding in Modern Java",4.4
user_50185,Communicating Business Analytics Results,3.8
user_02180,Selenium WebDriver With Python 3.x - Novice To Ninja,4.3
user_58484,"Fundamentals of Leadership, with Goldman Sachs 10,000 Women",4.8
user_07030,Running a Web Development Business: The Complete Guide,4.9
user_48333,Build personal resilience,4.9
user_10887,Java Reactive Programming [ From Scratch ],4.7
user_07524,"Get Git Smart Course: Learn Git in Unity, SourceTree, GitHub",4.9
user_60000,Understanding Terrorism and the Terrorist Threat,4.5
user_24319,"Build Portfolio Website Using HTML5,CSS3,jQuery & Bootstrap",3.2
user_18398,"Learn to create WebXR, VR and AR, experiences using Three.JS",4.3
user_59943,AIDS: Fear and Hope,4.9
user_42877,Skepticism,4.6
user_15139,Graph Theory Algorithms for Competitive Programming (2022),4.3
user_05957,Unreal Engine 4 Class: Blueprints,4.8
user_43915,Developing An Entrepreneurial Mindset: First Step Towards Success,4.4
user_16469,Twitter iOS Clone | Swift 5/Firebase | No Storyboards | MVVM,4.2
user_09867,Learn MATLAB and Simulink Programming,4.7
user_04941,Python for Statistical Analysis,4.5
user_27888,Python Programming For Everyone,3.7
user_27774,Hands-on Three.js 3D Web Visualisations,5.0
user_35136,Learning Path: Drupal: Application Development With Drupal 8,3.8
user_22241,d3.js - Complete Developer Data Visualization Guide,5.0
user_04010,Complete Python 3 Masterclass Journey,3.8
user_11573,Python Programming Beyond The Basics & Intermediate Training,4.3
user_11274,Step by Step Rest API Testing using Python + Pytest +Allure,4.8
user_50759,Promote the Ethical Use of Data-Driven Technologies,5.0
user_07347,Testing Ruby with RSpec: The Complete Guide,4.9
user_37652,Preparing for the Google Cloud Professional Data Engineer Exam,4.5
user_02724,Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,3.9
user_61212,Create Python Linux Script to Generate a Disk Usage Report,4.2
user_39418,Leading Positive Change through Appreciative Inquiry,4.4
user_28083,Practical Neural Networks & Deep Learning In R,5.0
user_27115,"Master Laravel with GraphQL, Vue.js and Tailwind",3.9
user_15015,Digital Signal Processing  (DSP)  From Ground Up in  C,3.9
user_43280,Sports and Building Aerodynamics,4.9
user_56924,Project Management: Creating the WBS,4.7
user_24142,DevOps Project: CICD with Git GitLab Jenkins  and Laravel,4.5
user_24416,"Installing Wordpress - Installation, Registrars & Hosting",5.0
user_10496,The Complete Android Developer Course 2022 - Android 13,4.2
user_07477,Angular and Spring MVC (Updated: Angular 9 and Spring boot),3.5
user_27897,JavaScript 2018: Modern Approach,3.5
user_05253,Azure Serverless Functions and Logic Apps,4.3
user_52311,American Contract Law I,5.0
user_46912,Mastering Remote Work and Online Study in U.S. in the post-COVID Era,4.0
user_24056,Composer - The Ultimate Guide for PHP Dependency Management,4.4
user_54830,America's Unwritten Constitution,5.0
user_15002,Complete Cucumber Framework for BDD,3.7
user_05374,Unit Testing Dotnet (.NET) Application with xUnit .net & MOQ,3.9
user_07137,Learn Bootstrap - For Beginners,4.3
user_44944,Neural Networks and Deep Learning,4.4
user_09302,Game Physics - Introducing Gravitation & Rotation in Unity,4.7
user_24114,C Programming Language: The Ultimate Guide for Beginners,4.9
user_54996,SEL Capstone,5.0
user_27866,Laravel Database Queries - From Beginner to Super Advanced,4.9
user_21188,Angular 14 - Beginner Practical Guide [2022],4.9
user_03956,Java for Complete Beginners,3.3
user_14003,React js. From the beginning. w/ Redux and React Router,4.9
user_30280,Learn Web Automation Testing Using Selenium,3.8
user_37025,Data Science Project Planning,4.6
user_46029,Materials Science: 10 Things Every Engineer Should Know,4.9
user_45663,Logistic Regression in R for Public Health,4.7
user_22859,The Complete Flutter and Dart Guide,3.8
user_54795,Design your own trading strategy � Culminating Project,4.4
user_61825,Leadership Communication for Maximum Impact: Storytelling,4.6
user_36365,HTML and CSS for beginners,3.7
user_60191,Foundations of strategic business analytics,4.6
user_50676,Natural Language Processing with Sequence Models,4.0
user_53122,Metagenomics applied to surveillance of pathogens and antimicrobial resistance,4.6
user_38342,Molecular Evolution (Bioinformatics IV),4.2
user_60010,Risk in Modern Society,4.9
user_05121,Getting Started With Apache Cassandra ,4.6
user_21254,Microservices Interview Questions Preparation Course,3.3
user_59331,Python for Data Science and AI,4.7
user_31066,Artificial Intelligence and Predictive Analysis,3.3
user_48589,Solar Energy and Electrical System Design,4.5
user_32072,Python 3 Programming MasterClass - Beginner to Advanced,4.9
user_37583,Grab Data Fast with Vertical and Horizontal LOOKUP,4.2
user_42774,Arch of Titus: Rome and the Menorah,4.4
user_26611,Performance Testing Using Gatling,3.4
user_13086,Python Demonstrations For Practice Course,4.8
user_48282,Introduction to Bash Shell Scripting,4.3
user_02097,Software Development: Better Requirements Gathering Skills,4.3
user_28712,OpenCV Python For Beginners | Hands on Computer Vision,4.3
user_60624,Regression Models,4.6
user_11513,Build A Search Engine With Python: Computer Science & Python,3.9
user_33478,Android Office Task Management App Using Firebase(Real App),4.2
user_57295,Introduction to HTML5,4.7
user_15316,Project in DevOps - Build Real World Processes,3.7
user_58933,Critical Issues in Urban Education,4.8
user_15497,Intermediate iOS - Get Job Ready with Swift 2,4.0
user_26779,Complete Python Tutorial for Beginners,4.9
user_41719,Conversational English Skills,4.3
user_27094,Practical Transformation Using XSLT and XPath (5-hour free preview; 24 hours total),4.9
user_23327,WPBakery Page Builder / Visual Composer Master Course,4.5
user_30999,"RxJS - Mastering Observables, Subjects and Operators",3.9
user_45191,Service-Oriented Architecture,3.6
user_63020,Blazor and JavaScript Interoperability,1.0
user_20529,"Metaverse Fundamentals: Blockchain, Cryptocurrency and NFTs",5.0
user_63961,Pixel Art for Video Games,4.0
user_49655,Introduction to Integrative Therapies and Healing Practices,4.6
user_63773,From Climate Science to Action,4.4
user_18769,Apple TV App & Game Development for tvOS,4.0
user_20167,Learn DevOps with Jenkins All in One Guide,3.5
user_38736,Introduction to Game Design,4.6
user_61672,Bases of the law of obligations (The Russian Federation) Part 2,4.4
user_33999,R Programming Complete Certification Training,4.3
user_13722,"Git Going with Comparing, Branching and Merging",4.1
user_18655,The R Programming For Data Science A-Z Complete Diploma 2022,4.4
user_03574,Learn and Understand C++,4.8
user_04873,Data Science 2022 : Complete Data Science & Machine Learning,4.9
user_06521,Apache Kafka - Real-time Stream Processing (Master Class),4.6
user_39902,Principles of Secure Coding,4.6
user_27563,PHP with Laravel  - Create a Restaurant  Management System,4.2
user_22812,The Complete Angular 5 Essentials Course For Beginners,3.0
user_21400,Learn Python Fast and Easy Way,4.1
user_24526,Mastering critical SKILLS in Algorithms using C++: Part 1,4.9
user_39453,Introduction to Biomedical Engineering,3.9
user_40260,Career 911: Your Future Job in Medicine and Healthcare,4.4
user_24456,Master C# And SQL By Building Applications,4.7
user_25904,Build Apps with ReactJS: The Complete Course,4.0
user_33449,Rume Academy - Introduction to SpriteKit in Swift,4.3
user_45701,Understanding 9/11: Why 9/11 Happened & How Terrorism Affects Our World Today,4.5
user_59680,"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women",4.8
user_05582,Python 3: Deep Dive (Part 4 - OOP),4.6
user_01962,ISTQB Foundation Level 2022 Complete Training,4.5
user_34477,C Programming For Beginners,4.5
user_50671,"Applied Public History: Places, People, Stories",5.0
user_38720,Web Application Development with JavaScript and MongoDB,4.7
user_25111,"Microservices Observability, Resilience, Monitoring on .Net",5.0
user_61658,"Big Data Essentials: HDFS, MapReduce and Spark RDD",3.8
user_58397,MRI Fundamentals,4.0
user_21511,The Complete Machine Learning 2022 : 10 Real World Projects,4.5
user_03508,Software Testing: Learn Software Testing And Get A Tech Job,4.6
user_22586,Elasticsearch in Action,4.5
user_13116,JSON in Action: Build JSON-Based Applications,4.8
user_17772,Build ECommerce Shopping Cart By React & Redux 2020 Edition,3.8
user_12158,Learn to Program with Java for Complete Beginners - Part 1,4.3
user_13046,Mastering SmartBear TestComplete,4.3
user_25174,Become a Front End Web Developer - JavaScript for Beginners,4.5
user_05433,ASP .Net MVC Quick Start,5.0
user_25729,Become a Node.js developer:/Node.js/Express.js/MongoDB/API,3.6
user_40670,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,4.6
user_50562,Visual Elements of User Interface Design,4.9
user_01408,Xamarin Forms: Build Native Cross-platform Apps with C#,4.1
user_57733,Emotion AI: Facial Key-points Detection,4.9
user_39983,Design Thinking and Global Startup,5.0
user_56744,Machine Learning:  Predict Poisonous Mushrooms using a Random Forest Model and the FFTrees Package in R,4.4
user_60562,Firm Level Economics: Consumer and Producer Behavior,5.0
user_50580,"Reverse and complement nucleic acid sequences (DNA, RNA) using R",4.4
user_02307,Django 2.2 & Python | The Ultimate Web Development Bootcamp,4.7
user_61737,Research Proposal: Initiating Research,4.3
user_27009,Automation Testing with QTP,4.0
user_32625,Learn Codeigniter Step by Step :Beginners Guide,3.7
user_38026,Converter Circuits,4.9
user_24955,"Mobile App Development for Beginners (Swift 3, iPhone iOS10)",4.4
user_46644,Computer Architecture,4.6
user_01438,"Modern JavaScript (Complete guide, from Novice to Ninja)",4.9
user_55362,Deciphering Secrets: The Illuminated Manuscripts of Medieval Europe,5.0
user_32188,Data Science with R - Beginners,3.7
user_61278,Global Impact: Business Ethics,4.8
user_13700,C# Intermediate Programming : The Next Steps,3.9
user_37358,Biopython,4.0
user_16113,HTML5 & CSS3 for Beginners | The Ultimate Guide,4.8
user_35174,JavaScript Basics made easy for beginners,4.4
user_40275,Journeys to Education Teach-Out,4.7
user_63219,CAPSTONE: Your Leadership Challenge,4.7
user_46263,eHealth: More than just an electronic record,4.6
user_18683,Power BI: Advanced Data Transformations and Modeling,4.3
user_22913,Serverless Python Application on Google Cloud,3.9
user_40076,Social Media Advertising,4.6
user_16819,Develop Full iOS Twitter Clone App in Swift & Custom Backend,4.9
user_09873,How To Make A Wordpress Website - Divi Theme Tutorial,4.4
user_15809,The Essential Kotlin Programming Course (Android Developers),4.2
user_33212,SQL–MySQL Master Bootcamp | Beginner-Expert (2023 Edition),4.2
user_61815,How To Build a Network Topology Using GNS3,4.4
user_06606,"ROS For Beginners (ROS Noetic, Melodic, Kinetic)",4.4
user_51959,Leading Teams,5.0
user_12986,Learn To Program with Delphi and Object Pascal,4.6
user_56948,Tinkering Fundamentals: Motion and Mechanisms,5.0
user_16829,SQL Server 2016 Administration,4.9
user_14532,"Quasar V1: PWA (with Vue JS 2, Firebase, NodeJS & Express)",4.0
user_03186,The Ultimate Python Basics - Bootcamp,4.1
user_33095,Projects in Hadoop and Big Data - Learn by Building Apps,2.8
user_50118,Russian Alphabet,4.6
user_16754,Azure LOG ANALYTICS Inside-Out,4.4
user_17234,The Complete Android Material Design Course,3.5
user_46772,Everyday Chinese Medicine 2,4.9
user_02589,Build a Backend REST API with Python & Django - Beginner,4.7
user_24733,Build Real Website from Scratch using HTML5 and CSS3 - 2022,4.6
user_09073,Unit Testing Swift Mobile App,4.7
user_60840,Cybersecurity Capstone Project,3.4
user_44099,Introduction to OpenCL on FPGAs,3.7
user_23806,Microsoft Azure DevOps Bootcamp,3.0
user_53017,Building Digital Media using Graphic Design in Google Slides,4.8
user_61756,Business Model Innovation for Sustainable Landscape Restoration,4.1
user_23725,Productive coding with WebStorm,3.4
user_39971,"S�ren Kierkegaard - Subjectivity, Irony and the Crisis of Modernity",5.0
user_22440,The Ultimate React Js Responsive Portfolio Website,4.8
user_19558,Learn Node.JS in 6 hours only,4.8
user_44907,De-Mystifying Mindfulness,5.0
user_08789,The Complete Cypress v10 Course: From Zero to Expert! [2022],4.4
user_38070,Russian History: from Lenin to Putin,4.3
user_47842,Foundations of Public Health Practice: Health Protection,4.7
user_18145,Develop 16 Augmented Reality Apps in Vuforia 8 in Unity 2020,3.3
user_28893,Selenium Automation testing from scratch,4.0
user_35377,Android App Development For Beginners,4.0
user_06887,Become a Professional Python Programmer,4.2
user_40715,Biohacking Your Brain's Health,4.5
user_37806,"Fundamentals of Funding, with Goldman Sachs 10,000 Women",4.9
user_52882,"Trade, Immigration and Exchange Rates in a Globalized World",4.5
user_62810,Cloud Computing Security,4.2
user_10698,2022 Python Data Analysis & Visualization Masterclass,4.3
user_32076,4x1 Data Management/Governance/Security/Ethics Masterclass,4.5
user_48548,Strategic Self-Marketing and Personal Branding,4.1
user_50037,Computational Thinking for K-12 Educators: Conditional Loops and If Statements,4.9
user_28203,Ultimate Expert Guide: Mastering PostgreSQL Administration,3.4
user_45346,Introduction to Data Science in Python,4.1
user_13275,A Java Spring Boot Microservices project for beginners,4.2
user_43340,Fundamentals of the Chinese character writing (Part 1),3.6
user_25193,Introduction to VHDL for FPGA and ASIC design,4.4
user_48852,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,4.3
user_45407,Multiple Linear Regression with scikit-learn,4.4
user_14247,MATLAB for Engineering Part 1,3.9
user_05112,Learn T-SQL From Scratch For SQL Server Administrator,4.6
user_23747,Tailwind CSS : A Modern Way To Build Websites Using CSS,4.2
user_36392,Python and Tableau: The Complete Data Analytics Bootcamp!,4.5
user_55599,Chemical Biology,5.0
user_42841,Build a Firebase Android Application,4.1
user_27385,"The Road To Dynamic Programming: Java, JavaScript, & Python",4.1
user_20503,Learn C++ Programming  for beginners from basics to advanced,3.3
user_19681,React VR - Creating Virtual Reality Apps,3.2
user_51323,Autodesk Fusion 360 Integrated CAD/CAM/CAE,4.9
user_57845,Build a mobile app with Google Sheets on Glide and no coding,4.6
user_35964,Complete Ruby Programmer - Master Ruby,4.4
user_30770,Advanced Data Science Techniques in SPSS,4.8
user_27647,The React Testing Library Bootcamp - The Developer Guide,4.2
user_07941,Android Training & Certification - 49 Projects,3.7
user_57207,Capital Markets and Financial Institutions � How to Survive Them,4.4
user_25263,Get a Job As a Web Developer: A Step-by-Step Guide,4.6
user_35564,The Complete E-Commerce Web Developer Course 5.0,4.6
user_23968,Unreal Engine 5 (UE5): Blueprints for Beginners,4.5
user_45258,Getting Started with Linux Terminal,5.0
user_03647,Terraform for the Absolute Beginners with Labs,4.6
user_45293,Intellectual Humility: Theory,4.5
user_06840,Learn to Develop for Cloud with Pivotal Cloud Foundry,3.4
user_09740,Learn To Create WordPress Themes By Building 10 Projects,4.8
user_46640,Computer Architecture,4.5
user_36439,C#: The Complete Foundation!,4.1
user_34028,Calculus - Mathematics for Data Science - Machine Learning,4.0
user_25083,Learn Unity Games Engine & C# By Creating A VR Space Shooter,4.5
user_18682,Power BI: Advanced Data Transformations and Modeling,4.3
user_35245,Become an Oracle Database Administrator (DBA),4.2
user_46321,Intelligent Machining,4.6
user_29125,Practical SQL Skills,4.8
user_40240,Linux Tools for Developers,4.7
user_33515,Mask R-CNN - Practical Deep Learning Segmentation in 1 hour,3.6
user_18894,The Python Certification Course,2.8
user_20559,ReactJS and Flux: Learn By Building 10 Projects,3.3
user_50311,Introduction to the Orbital Perspective,4.7
user_59607,Machine Learning: Regression,5.0
user_60492,"The Sustainable Development Goals � A global, transdisciplinary vision for the future",4.7
user_27625,Introduction to Docker and the DCA Certification,4.6
user_14426,CSS Complete Course For Beginners,4.2
user_16040,"Automation Testing Masterclass - Selenium, Cucumber and More",3.7
user_53000,Business Models for Innovative Care for Older People,4.9
user_49777,Relational Modeling in Dia,5.0
user_26178,Microsoft SQL Server 2012 Certification Training Exam 70-463,4.2
user_37112,SAP ABAP Objects Complete Hands-On Course For Practitioners,3.3
user_29000,Learn Advanced Python Programming in 2022,4.5
user_48965,General Chemistry: Concept Development and Application,4.6
user_63955,Healthy Aging and the Future of Cannabis Research,4.8
user_29528,Using a Third Party API to Send SMS with PHP (SMS),4.4
user_37482,Write A Feature Length Screenplay For Film Or Television,5.0
user_23620,Python Design Patterns,4.0
user_40020,Database Design and Diagramming in Dia,4.4
user_39558,Materials Data Sciences and Informatics,4.7
user_43138,Managing an Agile Team,5.0
user_59863,Preparing for Graduate Study in the U.S.: A course for international students,4.0
user_34166,DevOps For Beginners: Saving Your Code From The Apocalypse,3.9
user_11603,Learn Advanced Python Programming,4.2
user_27849,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,3.3
user_05863,React For The Rest Of Us,4.7
user_48366,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,5.0
user_43878,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",4.4
user_06686,Learning Apache Hadoop EcoSystem- Hive,4.0
user_22213,Learn ASP NET MVC 5 step by step,4.3
user_58846,Large Marine Ecosystems: Assessment and Management,4.4
user_42375,The Social and Technical Context of Health Informatics,3.6
user_19585,Statistics Made Easy by Example for Analytics/ data science,4.6
